,field,salary,experience,company,address,tags,job type,job hours,sql,python,анализ данных,аналитическое мышление,postgresql,etl,ms excel,аналитика,power bi,работа с большим объемом информации,работа с базами данных,системный анализ,linux,clickhouse,bpmn,data analysis,английский язык,dwh,базы данных,бизнес-анализ,ml,big data,git,ms sql,uml,machine learning,spark,airflow,hadoop,docker,kafka,аналитические исследования,сбор и анализ информации,математическая статистика,английскийb1 — средний,разработка технических заданий,английскийb2 — средне-продвинутый,rest,kubernetes,ms powerpoint,анализ бизнес показателей,tableau,data science,pandas,oracle,pytorch,nlp,постановка задач разработчикам,atlassian jira,a/b тесты
2037,Data Engineer,0.0,более 6 лет,Ventra IT Solutions,Москва,ml python machine learning nlp asr tensorrt,полная занятость,полный день,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2038,Data Engineer,0.0,1–3 года,ООО Оператор Газпром ИД,Москва,python sql ml science recsys postgresql анализ данных machine learning data science,полная занятость,удаленная работа,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2039,Data Engineer,0.0,1–3 года,ООО Оператор Газпром ИД,Санкт-Петербург,python sql ml science recsys postgresql анализ данных machine learning data science,полная занятость,удаленная работа,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2040,Data Engineer,0.0,не требуется,RUTUBE,Москва,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2041,Data Engineer,0.0,3–6 лет,Тинькофф,,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2042,Data DevOps,250000.0,3–6 лет,ProfiStaff,Москва,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2043,Data Engineer,250000.0,3–6 лет,ООО Дивергент,Москва,ml python,полная занятость,полный день,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2044,Data Engineer,0.0,3–6 лет,ООО «UZUM TECHNOLOGIES».,Москва,python sql spark,полная занятость,удаленная работа,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2045,Data DevOps,0.0,1–3 года,Сбер для экспертов,Москва,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2046,Data DevOps,0.0,3–6 лет,"ПАО ВТБ, Технологический блок",Москва,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2047,Data Engineer,0.0,1–3 года,АльфаСтрахование,Москва,python sql big data machine learning ml английский\xa0— b1 — средний,полная занятость,гибкий график,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2048,Data DevOps,0.0,3–6 лет,X5 Digital,Москва,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2049,Data DevOps,0.0,3–6 лет,АТОМ,Москва,llm nlp ml,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2050,Data DevOps,0.0,3–6 лет,Rambler&Co,Москва,написание текстов корректура текстов творческое мышление редакторская деятельность грамотность,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2051,Data Analyst,0.0,3–6 лет,2ГИС,Санкт-Петербург,python sql анализ данных,полная занятость,удаленная работа,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2052,Data Engineer,0.0,1–3 года,ООО БиАйЭй-Технолоджиз,Москва,git linux python devops docker kafka,полная занятость,удаленная работа,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2053,Data Engineer,0.0,3–6 лет,Тинькофф,,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2054,Data Engineer,0.0,3–6 лет,Тинькофф,,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2055,Data Engineer,0.0,3–6 лет,Тинькофф,Ростов,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2056,Data Engineer,0.0,3–6 лет,Retouch4me,Сербия,ml python gan computer vision машинное обучение,полная занятость,полный день,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2057,Data DevOps,0.0,3–6 лет,Innowise Group / Фабрика инноваций и решений,Минск,ml consultant python ml r upper-intermediate - английский язык,полная занятость,полный день,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2058,Data DevOps,200000.0,1–3 года,Lenkep recruitment,Москва,chatgpt ml ai нейросети разработка нейронных сетей python ds kafka celery rabbitmq redis kubernetes docker osi http hadoop rest api mysql postgresql nginx,полная занятость,полный день,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2059,Data Analyst,0.0,1–3 года,Сбер для экспертов,Москва,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,Data Engineer,0.0,3–6 лет,WILDBERRIES,Москва,pyton mlflow clearml mlops data science,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2061,Data DevOps,0.0,1–3 года,Сбер для экспертов,Москва,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2062,Data Engineer,0.0,3–6 лет,"VK, Одноклассники",Москва,python docker scala hadoop big data spark machine learning,полная занятость,полный день,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2063,Data Engineer,0.0,3–6 лет,"VK, Одноклассники",Санкт-Петербург,python docker scala hadoop big data spark machine learning,полная занятость,полный день,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2064,Data Scientist,0.0,3–6 лет,Еврокаппа,Москва,python pytorch sql,полная занятость,полный день,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2065,Data Engineer,0.0,1–3 года,21vek.by,Минск,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2066,Data DevOps,0.0,3–6 лет,ООО Таргет,Москва,python pytorch c++ tensorflow ml flashlight asr tts nlu,полная занятость,удаленная работа,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2067,Data Scientist,0.0,3–6 лет,SL Soft,Москва,ml машинное обучение ит-системы работа с большим объемом информации проведение презентаций аналитическое мышление деловая коммуникация,полная занятость,полный день,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2068,Data Engineer,0.0,3–6 лет,NGENIX,Москва,ci/cd ml kubernetes,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2069,Data Engineer,0.0,1–3 года,ООО ГК Иннотех | Большие данные,Москва,,полная занятость,удаленная работа,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2070,Data Engineer,0.0,1–3 года,ГКУ Инфогород,Москва,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2071,Data DevOps,225000.0,3–6 лет,Just AI,Санкт-Петербург,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2072,Data Engineer,0.0,не требуется,Сбер. IT,Москва,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2073,Data Engineer,0.0,1–3 года,Сбер. IT,Москва,python spark,полная занятость,полный день,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2074,Data Engineer,0.0,3–6 лет,Ozon Fintech,Санкт-Петербург,python ml nlp,полная занятость,полный день,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2075,Data DevOps,0.0,3–6 лет,Сбер для экспертов,Москва,,полная занятость,гибкий график,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2076,Data DevOps,0.0,1–3 года,TeamLead,Казань,python аналитическое мышление postgresql ml pytorch hugging face,полная занятость,удаленная работа,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2077,Data DevOps,0.0,1–3 года,Сбер для экспертов,Москва,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2078,Data DevOps,0.0,3–6 лет,Горно-металлургический комплекс,Екатеринбург,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2079,Data DevOps,0.0,1–3 года,Сбер для экспертов,Москва,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,Data Engineer,350000.0,3–6 лет,GGsel,Москва,,полная занятость,гибкий график,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2081,Data DevOps,0.0,3–6 лет,"VK, Дзен",Москва,research and development python java,полная занятость,полный день,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2082,Data Engineer,0.0,3–6 лет,Wanted,Москва,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2083,Data Analyst,0.0,1–3 года,21vek.by,Минск,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2084,Data DevOps,0.0,3–6 лет,ООО Звук,Москва,python ml spark machine learning,полная занятость,удаленная работа,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2085,Data Engineer,490000.0,3–6 лет,UAE based software development company,Москва,ai ml machine learning python docker unix английский\xa0— b1 — средний русский\xa0— b1 — средний,полная занятость,полный день,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2086,Data Engineer,0.0,3–6 лет,ANCOR,Москва,recsys рекомендательная система ml python,полная занятость,полный день,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2087,Data DevOps,0.0,3–6 лет,Норникель,Москва,машинное обучение data engineering llm cv алгоритмы обучения базы данных api rest api data lake etl/elt airflow nifi kafka dataops mlops суутп jupyter notebook цод spark flink фс hdfs dds ods обработка данных английский\xa0— b2 — средне-продвинутый,полная занятость,полный день,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2088,Data Engineer,0.0,3–6 лет,ООО ГК Иннотех | Финтех (Иннотех),Москва,python регулярные выражения nlp ocr pandas мультимодальные модели machine vision\\ocr,полная занятость,удаленная работа,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2089,Data Engineer,0.0,3–6 лет,Тинькофф,Санкт-Петербург,machine learning python pytorch speech asr deep learning golang,полная занятость,гибкий график,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2090,Data Engineer,0.0,3–6 лет,Тинькофф,Москва,machine learning python pytorch speech asr deep learning golang,полная занятость,гибкий график,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2091,Data Scientist,167040.0,3–6 лет,Сбер для экспертов,Москва,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2092,Data Scientist,0.0,3–6 лет,Сбер для экспертов,Москва,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2093,Data DevOps,0.0,3–6 лет,Ozon Fintech,Москва,python pyspark финансы it,полная занятость,полный день,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2094,Data Scientist,0.0,3–6 лет,Сбер. IT,Москва,python nlp deep learning linux docker,полная занятость,полный день,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2095,Data DevOps,0.0,1–3 года,"РУСАЛ, Центр подбора персонала",Красноярск,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2096,Data DevOps,0.0,1–3 года,"Лента, федеральная розничная сеть, Супермаркет",Москва,python ms sql spark ml,полная занятость,полный день,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2097,Data Analyst,0.0,3–6 лет,Employcity,Москва,sql python tableau a/b тесты,полная занятость,полный день,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2098,Data Engineer,200000.0,3–6 лет,Byndyusoft,Санкт-Петербург,git ml разработка продукта agile аналитика ведение переговоров работа с большим объемом информации python scrum kanban,полная занятость,полный день,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2099,Data Engineer,200000.0,3–6 лет,Byndyusoft,Челябинск,git ml разработка продукта agile аналитика ведение переговоров работа с большим объемом информации python scrum kanban,полная занятость,полный день,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,Data Scientist,0.0,1–3 года,ГАУ Города Москвы Центр цифровизации образования,Москва,sql аналитическое мышление data analysis аналитические исследования ml data scientist python,полная занятость,полный день,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2101,Data DevOps,0.0,3–6 лет,"VK, ВКонтакте",Санкт-Петербург,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2102,Data DevOps,0.0,не требуется,КАДРЫ РЕШАЮТ. Рекрутинговое агентство.,Москва,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2103,Data Engineer,270000.0,более 6 лет,ИП Гусев Владимир Юрьевич,Москва,python ml ml/ds nlp ocr data science llm prompt engineering aws ml ops,полная занятость,полный день,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2104,Data Analyst,0.0,3–6 лет,ПАО «МТС» Медиа,Москва,sql python,полная занятость,полный день,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2105,Data Analyst,0.0,3–6 лет,ПАО «МТС» Медиа,Москва,sql python,полная занятость,полный день,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2106,Data DevOps,120000.0,1–3 года,ООО Тетрон,Москва,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2107,Data Scientist,0.0,3–6 лет,АЛЬФА-БАНК,Минск,python machine learning r tensorflow nlp data science машинное обучение kubernetes computer vision engineer machine learning engineer deep learning engineer data engineer data analyst researcher research engineer ml,полная занятость,полный день,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
2108,Data DevOps,45000.0,1–3 года,ООО Тетрон,Нижний,,полная занятость,сменный график,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2109,Data DevOps,0.0,1–3 года,ТРИДИВИ,Челябинск,администрирование процесса обучения организация мероприятий организация презентаций обучение и развитие организация учебного процесса публичные выступления управление талантами,полная занятость,гибкий график,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2110,Data Analyst,0.0,3–6 лет,Employcity,Санкт-Петербург,sql python tableau a/b тесты,полная занятость,полный день,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2111,Data DevOps,0.0,3–6 лет,ООО Альма Сервисез Компани,Москва,,полная занятость,удаленная работа,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2112,Data DevOps,274050.0,более 6 лет,ТРТ,Тбилиси,product management leadership skills team management business english project management analytical skills business analysis machine learning data analysis английский\xa0— c1 — продвинутый,полная занятость,удаленная работа,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2113,Data DevOps,139200.0,1–3 года,Российские Коммунальные Системы,Москва,sql python ms powerpoint ms excel прогнозирование power bi,полная занятость,удаленная работа,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2114,Data Engineer,0.0,3–6 лет,Тинькофф,Санкт-Петербург,linux python kubernetes docker ansible prometheus,полная занятость,полный день,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2115,Data DevOps,0.0,более 6 лет,ООО ВижнЛабс (VisionLabs),Москва,,полная занятость,полный день,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2116,System Analyst,0.0,1–3 года,NAUMEN,Москва,,полная занятость,удаленная работа,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2117,Data Analyst,0.0,1–3 года,ООО Ассистагро,Москва,apache superset postgresql power bi,полная занятость,удаленная работа,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2118,Data DevOps,0.0,1–3 года,Ozon Информационные технологии,Иннополис,python sql linux postgresql,полная занятость,полный день,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2119,System Analyst,0.0,3–6 лет,DIGITAL FUTURE SYSTEMS,Пермь,bpmn git uml sql разработка технических заданий проектная документация машинное обучение ms visio автоматизация системный анализ бизнес-анализ machine learning искусственный интеллект artificial intelligence jupiter,полная занятость,удаленная работа,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2120,Data Scientist,0.0,3–6 лет,Samokat.tech,Москва,ml nlp,полная занятость,удаленная работа,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
